text,label,source,anime
细节满满的eva和第三新东京，各种彩蛋与致敬，果体香香与penpen的对称，最棒的一点是补了TV版里缺失的真嗣和绫波丽的感情线，在tv版里由于庵野秀明的疏忽导致的绫波丽感情线的混乱，从第六集里真嗣救出绫波丽好感度拉满后十集左右时间把好感度清零了两人都没有直接的对话于是TV版里真嗣和绫波丽的感情线写毁了，而破很好得补上了这部分， 三小只徒手接使徒的高清细节满满版太棒了，剧场版里将明日香驾驶eva的理由从TV版的为了展示自己的优秀变为了为了自己，将明日香和真嗣一起睡那一段从被动改成了主动，人物性格刻画出的感觉也变了，这里绫波丽提前觉醒并对明日香说出我不是人偶这句关键的话，并没有像tv版一样被扇巴掌，也暗示了二人命运区别于tv版的改变，此后凌波对香说的那句谢谢也将成为香解开心结却走上与tv版不同道路的转折 最后一段感染力十足,negative,bangumi,福音战士新剧场版：破
【鬼舞辻无惨笑得如此开心 水柱 VS 风柱哔哩哔哩】,positive,bilibili,鬼灭之刃 柱训练篇
为了看大名鼎鼎的浪客剑心追忆篇，我还专门补了倒幕运动相关历史，结果看完略失望，没冲破我的情绪阈值，鉴于不错的氛围塑造还是打个推荐分吧。前面两集谜语人太多，还有生硬插入文学化的对白，女主推门要走的时候说一句“菖蒲花在雨中香味最浓郁”，男主要打架了说一句“你知道吗刀是需要有鞘的”（你这家伙在说什么啊），好几次出戏的对白到了影响观感的程度。还有就是作为本作核心发男女主感情线，看到最后给我一种当时看ab的感觉，感觉男女主不是很熟，从头到尾凹造型，女主凹造型，男主凹造型，再加上文青对白，你们真的很熟吗？这一点在女主主动坦白来历之后有所好转，但是紧接着光速开一局也太怪了，虽然这里h还挺文艺的。还有结尾爆点，女主闪现挡刀简直让我一秒出戏，致敬z高达情人挡刀吗。还有就是我感觉上世纪动画普遍的镜头切换太生硬和单调，就是直接换视角，纵使单镜头画面画的很唯美也还是有些乏味,neutral,bangumi,浪客剑心 追忆篇
有个姐姐真好啊qaq,positive,bilibili,少女乐队的呐喊
sosososo太可爱了486,positive,bilibili,少女乐队的呐喊
WOZHDAOLE,neutral,bilibili,比宇宙更远的地方
anno：我会C和弦！,negative,bilibili,颂乐人偶
回复 57880396139bili 漫画一百多话的小番外,negative,bilibili,咒术回战
"音楽題材少、吹奏楽一楽器特定作品一。多、、、鮮、熱血輝英雄譚讃。代、冴痛普通高校生物語逆共感響。
声優題材Season書、省略。",positive,bangumi,吹响吧！上低音号
回复 明也Akiya 我也想知道！！,negative,bilibili,鬼灭之刃 刀匠村篇
我也想吐槽这TM什么剧情啊,positive,bilibili,异度侵入 ID:INVADED
当我在电影院和并不多的观众一起看完长长的staff表，听完onelastkiss，我知道我不可能很客观的给他评分了,positive,bangumi,新・福音战士剧场版：终
回复 LVLittlEPa 哈哈,negative,bilibili,JOJO的奇妙冒险 星尘远征军
赛博朋克世界观的完成度很高，画面的表现力很好，音乐挺神的对于“自我存在”的思考挺有想法的。全身都义体化的“我”，怎么证明“我”的存在？剧中的回答是“ 个人意识的升华使我意识到自我的存在，同时也将我限定在自我之中”，引用笛卡尔的名言，“我思故我在”，这也是为什么素子看到傀儡师作为机器产生自我意识后会对自我存在陷入怀疑。之后对于人与机器的探讨更加大胆，“你体内的DNA不也是一种自我保存的程序吗？”，傀儡师与“我”都产生了ghost，那么人与人工智能又有什么区别呢？最终素子选择与其融合，成为新的生命个体。剧中对于各种哲学理论的解构都很精彩，对哲学了解比较浅薄就只从存在主义十分粗略地分析了一下。,positive,bangumi,攻壳机动队
Mie,neutral,bilibili,比宇宙更远的地方
真是超级符合标题“究极浪漫”的一季  在双方满好感的情况下还能让感情再上一层，再再上一层，心动之后是更加心动，隔着屏幕我仿佛都能感受到两人呼出的热气，连周围的空气都仿佛在摇摇晃晃，快要让人无法呼吸了怎么会这么心动啊！！！后半段奉心祭会长全程c也太帅了、、、提前那么久布好的超大局，一切都在他的掌控之中，，，奉心祭的氛围感塑造得也超级好bgm加大分，不是全程无忧的傻乐，而是处处萦绕着恋爱真实的担忧和淡淡的不知何处而来的伤感，仿佛都能闻到那些清晨和傍晚有些凉爽带着冷意的空气。总之我看哭了心脏kyukyu不行了、、、把喜剧和恋爱都做得这么顶级，很神的一季〒〒,positive,bangumi,辉夜大小姐想让我告白-超级浪漫-
“现在想来，其实根本不算什么，只是两个男人拼命逞强然后尽力互殴罢了”。燃与燃尽，宿命论与殉道者，立足时代与超越时代。分割、跳切、回转、越轴、Harmony在日本共运热潮消退、世界冷战格局愈发严峻的1980年，出崎四重奏用全面进化的出崎演出铸就超越时代的动画杰作。如果说丈1是一轮初生的朝阳，反映出“二十世纪中叶日本社会的时代风貌”，那丈2就是一只饥渴的野狗，在“宿命”的荒野上狂奔到腐烂。26集27集的“出崎统暴走回”展示出丈2超脱于“燃”的“燃尽”内核，这股味道在39集后愈发浓厚，最终在败者叙事中绽放出“雪白的灰”。《明日之丈》的拳击背景属于七八十年代，但“燃”的本质早已跨越时空，在后来者手中谱写出更为绚丽的诗篇：每个时代的青年，都终将在余烬中点燃属于自己的明日。只要明日还在，抗争者的意志就将在传承中生生不息。“燃烧了，燃尽了，只剩下雪白的灰”。,positive,bangumi,明日之丈2
你说那个？那是长枪管ar15，两个弹夹,negative,bilibili,少女乐队的呐喊
给你，我的真心。作为TV版的true结局，我的梦在哪？那是现实的延续。现实在哪？那是梦的终结。,positive,bangumi,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你
回复 REEEEEAAAAAL 11集feel也不会让你好好看的，剧情快的飞起，约会删掉，想吃糖，不存在的,negative,bilibili,我的青春恋爱物语果然有问题。完
fiag,neutral,bilibili,鬼灭之刃 游郭篇
这已经远超tv动画的水准了吧。。,positive,bilibili,比宇宙更远的地方
回复 SayLikeReal,negative,bilibili,盾之勇者成名录
回复 舒升1 回复 xxxxxxx夏末 漫画党良心预警漫画137话160话白辉高潮部分，看之前可以简单补一下135，136大致了解一下背景，毕竟都是大部分番的俗套剧情，170，175二人表白后巨齁巨齁鲨的狗不能自理的级别的日常桥段，175之后没什么亮点剧情，作者在为下个事件攒大招中，上述bilibili漫画送的券加起来不超过10块钱就能看，送我上去，节省你们的漫币，定心丸，解决那些干着急的弟兄,negative,bilibili,辉夜大小姐想让我告白？～天才们的恋爱头脑战～
成功PUA,positive,bilibili,关于我转生变成史莱姆这档事 第三季
难怪说saber是团宠,positive,bilibili,Fate/Zero 第一季
高达seed,neutral,bilibili,四月是你的谎言
EVA量产机（幻视,negative,bilibili,葬送的芙莉莲
FF是谁？（本人2G网,negative,bilibili,JOJO的奇妙冒险 石之海
我已经在研究MSI的对手了,positive,bilibili,颂乐人偶
我讨厌对所有人都温柔的人。我喜欢战场原。闪电战还是太超模了有一说一，没有闪电战我看不到阿良良木历不被羽川翼拿下的时间线。让我将评分最终拍板在10的仅有一点：近乎全程的人物对话让我有一种在玩游戏的感觉，能够做到让人完全没有疲惫反而饶有兴致地观看确实是一种独有的魅力。ep12难绷，有牛啊op牛剧情牛什么都牛。ep18看完：是第二部我不跳oped的动画（第一部是FA），“跳跳跳，你怎么不跳过你的人生啊”。讲道理，我估计是看不懂创作者要表达什么了，毕竟信息量太大了，我第一次需要全程盯着字幕看，画面甚至有许多时候都来不及看需要倒回去。,positive,bangumi,化物语
krkr dkdk,neutral,bilibili,颂乐人偶
78ep1有种剑心追忆篇的氛围,negative,bangumi,猎人
首发很重要吧，我看kpop是要比第一天成绩,neutral,bilibili,少女乐队的呐喊
回复 锈湖Aldous 官方说过，一共只有12集。。。,negative,bilibili,我的青春恋爱物语果然有问题。完
FZ说过她不能灵体化,negative,bilibili,Fate/stay night [Unlimited Blade Works] 第一季
（20240615，感谢汉化组）片尾曲follow me好听（居然不是傀儡谣了,negative,bangumi,攻壳机动队2 无罪
把激动激动换回wakuwaku就完美了,positive,bilibili,间谍过家家 中配版
回复 晶橘juciy 是啊是啊,negative,bilibili,工作细胞 第二季
回复 浮生夕照的死路一条 参考性可大了，mygo从来没在nico上放过，动动脑子就知道这次生放路人居多,negative,bilibili,mygo
偶像界最高的山最长的河，一开始从灰姑娘看的，觉得人多，25年看的本家，故事很简单，没有噱头，只是一群少女们在追逐着成为偶像，堪称最正统最经典的偶像，本家的动画，前无古人，后无来者，最赤诚的初心造就最辉煌最经典最好看的偶像动画，本家真正意义上的偶像界动画TV的TOP1，忠诚！！！！,positive,bangumi,偶像大师
dps不足,neutral,bilibili,颂乐人偶
有点难评，如果改为serberker，在俄语里面是狗的意思（doge）,negative,bilibili,Fate/Zero 第一季
回复 币站花式吃瓜看戏 我怀疑你在暗示fridge,negative,bilibili,某科学的超电磁炮T
回复 憨毛怪Invention  已经褒姒喵,negative,bilibili,青春猪头少年不会梦到怀梦美少女
ep20这种不挑明关系，但是能够感觉到彼此感情的关系真是太好了ep25 最后一集告白真是太好了,positive,bangumi,我心里危险的东西 第二季
精彩扭曲的故事 粉毛挺搞笑的 soyo人设挺有意思 不混圈不知道爱素这种感觉完全不熟的cp为什么那么多人磕,neutral,bangumi,mygo
anon：q打断别人的e啊,neutral,bilibili,颂乐人偶
"辉夜 特别篇 通往大人的阶梯
叙事 剧情90 节奏100
画面 演出100 精度100
音乐90
人物 塑造85 配音100
总计93
本来三年前看到辉夜剧场版的结尾，觉得动画应该会止步于此了，没想到这么久了a1还打算把辉夜翻出来，把漫画后半段能看的全部都做出来了，真的很用心了。
实际看下来观感也还是和曾经一样，令人捧腹大笑，同时搞笑之余讲点剧情。这套叙事模式我是很喜欢的。而a1对于故事节奏的把控，动画的演出效果等等则是堪称完美，可以说是完美发挥了动画的所有优势，看得出来他们真的很用心地打磨了这部作品。当然，毕竟只是一个发糖特别篇，所以对于人物关系塑造什么的，基本没有进一步展开，不过塑造这些的都在前作中做好了，这点无可厚非。",positive,bangumi,辉夜大小姐想让我告白 通往大人的阶梯
回复 TwT丶M 1,negative,bilibili,转生成蜘蛛又怎样！
怎么说这个作品呢，它没有强大到支撑它神作名头的剧情，好多地方也牺牲逻辑，但就是靠极致的叙事张力与充分的内涵深度，让人热血沸腾，让人看完后怅然若失，主要人物的复杂性也丝毫不差。前期确实有些平淡了，但从aniki死后，开始封神，综合70，神作无需多言。,neutral,bangumi,天元突破 红莲螺岩
